Namespace(basenet='vgg16_reducedfc.pth', batch_size=16, cuda=True, dataset='VOC', dataset_root='../data_SRDP/VOCdevkit', gamma=0.1, lr=1e-06, momentum=0.9, num_workers=8, resume=None, save_folder='weights/', start_iter=0, visdom=False, weight_decay=0.0005) 
iter 0 || Loss: 6074.5042724609375 || cur_lr: 1e-06 
iter 51250 || Loss: 556.1951293945312 || cur_lr: 1e-06 
iter 51260 || Loss: 623.581298828125 || cur_lr: 1e-06 
iter 51270 || Loss: 765.7971343994141 || cur_lr: 1e-06 
iter 51280 || Loss: 669.5157318115234 || cur_lr: 1e-06 
iter 51290 || Loss: 802.0559692382812 || cur_lr: 1e-06 
iter 51300 || Loss: 616.4622802734375 || cur_lr: 1e-06 
iter 51310 || Loss: 580.5237426757812 || cur_lr: 1e-06 
iter 51320 || Loss: 1101.8546752929688 || cur_lr: 1e-06 
iter 51330 || Loss: 673.83349609375 || cur_lr: 1e-06 
iter 51340 || Loss: 898.6128540039062 || cur_lr: 1e-06 
iter 51350 || Loss: 473.6195373535156 || cur_lr: 1e-06 
iter 51360 || Loss: 1173.5794372558594 || cur_lr: 1e-06 
iter 51370 || Loss: 884.4188537597656 || cur_lr: 1e-06 
iter 51380 || Loss: 830.1433715820312 || cur_lr: 1e-06 
iter 51390 || Loss: 813.4928588867188 || cur_lr: 1e-06 
iter 51400 || Loss: 568.6309814453125 || cur_lr: 1e-06 
iter 51410 || Loss: 914.4171752929688 || cur_lr: 1e-06 
iter 51420 || Loss: 931.7649536132812 || cur_lr: 1e-06 
iter 51430 || Loss: 1036.4224853515625 || cur_lr: 1e-06 
iter 51440 || Loss: 1670.0173950195312 || cur_lr: 1e-06 
iter 51450 || Loss: 911.3304443359375 || cur_lr: 1e-06 
iter 51460 || Loss: 790.0307769775391 || cur_lr: 1e-06 
iter 51470 || Loss: 1360.58349609375 || cur_lr: 1e-06 
iter 51480 || Loss: 731.4266967773438 || cur_lr: 1e-06 
iter 51490 || Loss: 577.2435150146484 || cur_lr: 1e-06 
iter 51500 || Loss: 710.4469909667969 || cur_lr: 1e-06 
iter 51510 || Loss: 800.3586120605469 || cur_lr: 1e-06 
iter 51520 || Loss: 884.6942138671875 || cur_lr: 1e-06 
iter 51530 || Loss: 878.884033203125 || cur_lr: 1e-06 
iter 51540 || Loss: 801.0424041748047 || cur_lr: 1e-06 
iter 51550 || Loss: 1502.9571228027344 || cur_lr: 1e-06 
iter 51560 || Loss: 1392.5801391601562 || cur_lr: 1e-06 
iter 51570 || Loss: 952.0114440917969 || cur_lr: 1e-06 
iter 51580 || Loss: 994.5398254394531 || cur_lr: 1e-06 
iter 51590 || Loss: 961.9368286132812 || cur_lr: 1e-06 
iter 51600 || Loss: 1109.5065612792969 || cur_lr: 1e-06 
iter 51610 || Loss: 1217.22607421875 || cur_lr: 1e-06 
iter 51620 || Loss: 518.4243316650391 || cur_lr: 1e-06 
iter 51630 || Loss: 816.4240417480469 || cur_lr: 1e-06 
iter 51640 || Loss: 1110.9261169433594 || cur_lr: 1e-06 
iter 51650 || Loss: 883.026611328125 || cur_lr: 1e-06 
iter 51660 || Loss: 944.515625 || cur_lr: 1e-06 
iter 51670 || Loss: 893.3329467773438 || cur_lr: 1e-06 
iter 51680 || Loss: 612.1827239990234 || cur_lr: 1e-06 
iter 51690 || Loss: 778.1273498535156 || cur_lr: 1e-06 
iter 51700 || Loss: 737.0700073242188 || cur_lr: 1e-06 
iter 51710 || Loss: 1018.6492614746094 || cur_lr: 1e-06 
iter 51720 || Loss: 996.7093048095703 || cur_lr: 1e-06 
iter 51730 || Loss: 1087.5744018554688 || cur_lr: 1e-06 
iter 51740 || Loss: 598.8596954345703 || cur_lr: 1e-06 
iter 51750 || Loss: 775.5445251464844 || cur_lr: 1e-06 
iter 51760 || Loss: 886.7264709472656 || cur_lr: 1e-06 
iter 51770 || Loss: 666.9902038574219 || cur_lr: 1e-06 
iter 51780 || Loss: 973.3866271972656 || cur_lr: 1e-06 
iter 51790 || Loss: 723.3510131835938 || cur_lr: 1e-06 
iter 51800 || Loss: 778.4330444335938 || cur_lr: 1e-06 
iter 51810 || Loss: 674.4130706787109 || cur_lr: 1e-06 
iter 51820 || Loss: 1107.10986328125 || cur_lr: 1e-06 
iter 51830 || Loss: 1838.9100341796875 || cur_lr: 1e-06 
iter 51840 || Loss: 1303.6354370117188 || cur_lr: 1e-06 
iter 51850 || Loss: 694.9031982421875 || cur_lr: 1e-06 
iter 51860 || Loss: 990.142578125 || cur_lr: 1e-06 
iter 51870 || Loss: 900.0156402587891 || cur_lr: 1e-06 
iter 51880 || Loss: 830.9731140136719 || cur_lr: 1e-06 
iter 51890 || Loss: 961.8828735351562 || cur_lr: 1e-06 
iter 51900 || Loss: 960.8853759765625 || cur_lr: 1e-06 
iter 51910 || Loss: 918.1827392578125 || cur_lr: 1e-06 
iter 51920 || Loss: 1132.5380859375 || cur_lr: 1e-06 
iter 51930 || Loss: 621.4068145751953 || cur_lr: 1e-06 
iter 51940 || Loss: 1136.5780944824219 || cur_lr: 1e-06 
iter 51950 || Loss: 937.1622619628906 || cur_lr: 1e-06 
iter 51960 || Loss: 905.4937133789062 || cur_lr: 1e-06 
iter 51970 || Loss: 790.284912109375 || cur_lr: 1e-06 
iter 51980 || Loss: 952.0101013183594 || cur_lr: 1e-06 
iter 51990 || Loss: 696.5907592773438 || cur_lr: 1e-06 
iter 52000 || Loss: 712.5444793701172 || cur_lr: 1e-06 
iter 52010 || Loss: 764.5819854736328 || cur_lr: 1e-06 
iter 52020 || Loss: 1201.3644104003906 || cur_lr: 1e-06 
iter 52030 || Loss: 1511.4378662109375 || cur_lr: 1e-06 
iter 52040 || Loss: 805.0096282958984 || cur_lr: 1e-06 
iter 52050 || Loss: 727.3168029785156 || cur_lr: 1e-06 
iter 52060 || Loss: 605.0116271972656 || cur_lr: 1e-06 
iter 52070 || Loss: 729.7176818847656 || cur_lr: 1e-06 
iter 52080 || Loss: 842.6512451171875 || cur_lr: 1e-06 
iter 52090 || Loss: 720.8365936279297 || cur_lr: 1e-06 
iter 52100 || Loss: 714.3725280761719 || cur_lr: 1e-06 
iter 52110 || Loss: 1081.717041015625 || cur_lr: 1e-06 
iter 52120 || Loss: 623.5377502441406 || cur_lr: 1e-06 
iter 52130 || Loss: 973.9410400390625 || cur_lr: 1e-06 
iter 52140 || Loss: 681.5983734130859 || cur_lr: 1e-06 
iter 52150 || Loss: 1211.4868469238281 || cur_lr: 1e-06 
iter 52160 || Loss: 1205.8681945800781 || cur_lr: 1e-06 
iter 52170 || Loss: 817.2537536621094 || cur_lr: 1e-06 
iter 52180 || Loss: 870.7586975097656 || cur_lr: 1e-06 
iter 52190 || Loss: 634.4622192382812 || cur_lr: 1e-06 
iter 52200 || Loss: 1363.6578674316406 || cur_lr: 1e-06 
iter 52210 || Loss: 903.1683959960938 || cur_lr: 1e-06 
iter 52220 || Loss: 831.2830810546875 || cur_lr: 1e-06 
iter 52230 || Loss: 692.8923797607422 || cur_lr: 1e-06 
iter 52240 || Loss: 791.2867889404297 || cur_lr: 1e-06 
iter 52250 || Loss: 896.8063201904297 || cur_lr: 1e-06 
iter 52260 || Loss: 1390.0432434082031 || cur_lr: 1e-06 
iter 52270 || Loss: 709.2479400634766 || cur_lr: 1e-06 
iter 52280 || Loss: 1568.3710021972656 || cur_lr: 1e-06 
iter 52290 || Loss: 912.2618408203125 || cur_lr: 1e-06 
iter 52300 || Loss: 964.2509155273438 || cur_lr: 1e-06 
iter 52310 || Loss: 412.47010803222656 || cur_lr: 1e-06 
iter 52320 || Loss: 1030.63330078125 || cur_lr: 1e-06 
iter 52330 || Loss: 1053.4023742675781 || cur_lr: 1e-06 
iter 52340 || Loss: 761.3358154296875 || cur_lr: 1e-06 
iter 52350 || Loss: 998.2760620117188 || cur_lr: 1e-06 
iter 52360 || Loss: 755.6901550292969 || cur_lr: 1e-06 
iter 52370 || Loss: 1334.47119140625 || cur_lr: 1e-06 
iter 52380 || Loss: 882.1519165039062 || cur_lr: 1e-06 
iter 52390 || Loss: 1066.6448974609375 || cur_lr: 1e-06 
iter 52400 || Loss: 657.1652069091797 || cur_lr: 1e-06 
iter 52410 || Loss: 1051.0346069335938 || cur_lr: 1e-06 
iter 52420 || Loss: 814.3544616699219 || cur_lr: 1e-06 
iter 52430 || Loss: 815.0475463867188 || cur_lr: 1e-06 
iter 52440 || Loss: 940.1903381347656 || cur_lr: 1e-06 
iter 52450 || Loss: 704.9170684814453 || cur_lr: 1e-06 
iter 52460 || Loss: 701.4495697021484 || cur_lr: 1e-06 
iter 52470 || Loss: 890.2722473144531 || cur_lr: 1e-06 
iter 52480 || Loss: 663.1061706542969 || cur_lr: 1e-06 
iter 52490 || Loss: 1709.7907104492188 || cur_lr: 1e-06 
iter 52500 || Loss: 787.9583587646484 || cur_lr: 1e-06 
iter 52510 || Loss: 1508.4572143554688 || cur_lr: 1e-06 
iter 52520 || Loss: 843.1053466796875 || cur_lr: 1e-06 
iter 52530 || Loss: 943.7686462402344 || cur_lr: 1e-06 
iter 52540 || Loss: 1006.3866577148438 || cur_lr: 1e-06 
iter 52550 || Loss: 831.2704772949219 || cur_lr: 1e-06 
iter 52560 || Loss: 900.4559936523438 || cur_lr: 1e-06 
iter 52570 || Loss: 777.8940277099609 || cur_lr: 1e-06 
iter 52580 || Loss: 811.1861877441406 || cur_lr: 1e-06 
iter 52590 || Loss: 1121.6277465820312 || cur_lr: 1e-06 
iter 52600 || Loss: 1079.7662963867188 || cur_lr: 1e-06 
iter 52610 || Loss: 619.5916748046875 || cur_lr: 1e-06 
iter 52620 || Loss: 769.7464904785156 || cur_lr: 1e-06 
iter 52630 || Loss: 658.5709075927734 || cur_lr: 1e-06 
iter 52640 || Loss: 758.0352783203125 || cur_lr: 1e-06 
iter 52650 || Loss: 706.0076293945312 || cur_lr: 1e-06 
iter 52660 || Loss: 1293.8218688964844 || cur_lr: 1e-06 
iter 52670 || Loss: 711.4172821044922 || cur_lr: 1e-06 
iter 52680 || Loss: 980.4996643066406 || cur_lr: 1e-06 
iter 52690 || Loss: 1087.286376953125 || cur_lr: 1e-06 
iter 52700 || Loss: 677.2779388427734 || cur_lr: 1e-06 
iter 52710 || Loss: 922.990966796875 || cur_lr: 1e-06 
iter 52720 || Loss: 1185.9148559570312 || cur_lr: 1e-06 
iter 52730 || Loss: 1111.2926330566406 || cur_lr: 1e-06 
iter 52740 || Loss: 704.0764923095703 || cur_lr: 1e-06 
iter 52750 || Loss: 854.2270660400391 || cur_lr: 1e-06 
iter 52760 || Loss: 539.967041015625 || cur_lr: 1e-06 
iter 52770 || Loss: 813.2152709960938 || cur_lr: 1e-06 
iter 52780 || Loss: 825.014404296875 || cur_lr: 1e-06 
iter 52790 || Loss: 589.6323547363281 || cur_lr: 1e-06 
iter 52800 || Loss: 675.0429382324219 || cur_lr: 1e-06 
iter 52810 || Loss: 594.3194122314453 || cur_lr: 1e-06 
iter 52820 || Loss: 626.1803894042969 || cur_lr: 1e-06 
iter 52830 || Loss: 844.9839782714844 || cur_lr: 1e-06 
iter 52840 || Loss: 1073.602294921875 || cur_lr: 1e-06 
iter 52850 || Loss: 576.9637908935547 || cur_lr: 1e-06 
iter 52860 || Loss: 745.1842956542969 || cur_lr: 1e-06 
iter 52870 || Loss: 410.1431884765625 || cur_lr: 1e-06 
iter 52880 || Loss: 617.4122161865234 || cur_lr: 1e-06 
iter 52890 || Loss: 713.4276885986328 || cur_lr: 1e-06 
iter 52900 || Loss: 541.4794006347656 || cur_lr: 1e-06 
iter 52910 || Loss: 691.6459503173828 || cur_lr: 1e-06 
iter 52920 || Loss: 970.9911193847656 || cur_lr: 1e-06 
iter 52930 || Loss: 997.6488952636719 || cur_lr: 1e-06 
iter 52940 || Loss: 769.9914093017578 || cur_lr: 1e-06 
iter 52950 || Loss: 1090.0411987304688 || cur_lr: 1e-06 
iter 52960 || Loss: 1094.2944641113281 || cur_lr: 1e-06 
iter 52970 || Loss: 892.0375671386719 || cur_lr: 1e-06 
iter 52980 || Loss: 576.0588073730469 || cur_lr: 1e-06 
iter 52990 || Loss: 510.6690979003906 || cur_lr: 1e-06 
iter 53000 || Loss: 717.9389038085938 || cur_lr: 1e-06 
iter 53010 || Loss: 801.5218200683594 || cur_lr: 1e-06 
iter 53020 || Loss: 1381.8889770507812 || cur_lr: 1e-06 
iter 53030 || Loss: 1099.2430419921875 || cur_lr: 1e-06 
iter 53040 || Loss: 737.3423461914062 || cur_lr: 1e-06 
iter 53050 || Loss: 982.0423889160156 || cur_lr: 1e-06 
iter 53060 || Loss: 951.1628112792969 || cur_lr: 1e-06 
iter 53070 || Loss: 573.1340637207031 || cur_lr: 1e-06 
iter 53080 || Loss: 981.3701477050781 || cur_lr: 1e-06 
iter 53090 || Loss: 779.8115234375 || cur_lr: 1e-06 
iter 53100 || Loss: 818.5047607421875 || cur_lr: 1e-06 
iter 53110 || Loss: 768.6850280761719 || cur_lr: 1e-06 
iter 53120 || Loss: 782.6662902832031 || cur_lr: 1e-06 
iter 53130 || Loss: 728.3320922851562 || cur_lr: 1e-06 
iter 53140 || Loss: 541.5056915283203 || cur_lr: 1e-06 
iter 53150 || Loss: 494.8211364746094 || cur_lr: 1e-06 
iter 53160 || Loss: 591.8823699951172 || cur_lr: 1e-06 
iter 53170 || Loss: 849.6382446289062 || cur_lr: 1e-06 
iter 53180 || Loss: 1512.4797668457031 || cur_lr: 1e-06 
iter 53190 || Loss: 1003.9570617675781 || cur_lr: 1e-06 
iter 53200 || Loss: 921.8702087402344 || cur_lr: 1e-06 
iter 53210 || Loss: 763.8901824951172 || cur_lr: 1e-06 
iter 53220 || Loss: 1336.2445678710938 || cur_lr: 1e-06 
iter 53230 || Loss: 560.201171875 || cur_lr: 1e-06 
iter 53240 || Loss: 992.3389282226562 || cur_lr: 1e-06 
iter 53250 || Loss: 625.2697601318359 || cur_lr: 1e-06 
iter 53260 || Loss: 898.9843444824219 || cur_lr: 1e-06 
iter 53270 || Loss: 1171.2373962402344 || cur_lr: 1e-06 
iter 53280 || Loss: 810.9884490966797 || cur_lr: 1e-06 
iter 53290 || Loss: 672.0537109375 || cur_lr: 1e-06 
iter 53300 || Loss: 840.8565979003906 || cur_lr: 1e-06 
iter 53310 || Loss: 742.2672424316406 || cur_lr: 1e-06 
iter 53320 || Loss: 732.6184387207031 || cur_lr: 1e-06 
iter 53330 || Loss: 814.1239929199219 || cur_lr: 1e-06 
iter 53340 || Loss: 1075.9542541503906 || cur_lr: 1e-06 
iter 53350 || Loss: 800.0104827880859 || cur_lr: 1e-06 
iter 53360 || Loss: 951.95458984375 || cur_lr: 1e-06 
iter 53370 || Loss: 717.1344909667969 || cur_lr: 1e-06 
iter 53380 || Loss: 1018.466796875 || cur_lr: 1e-06 
iter 53390 || Loss: 926.8705749511719 || cur_lr: 1e-06 
iter 53400 || Loss: 1083.702392578125 || cur_lr: 1e-06 
iter 53410 || Loss: 784.6300354003906 || cur_lr: 1e-06 
iter 53420 || Loss: 1246.8150024414062 || cur_lr: 1e-06 
iter 53430 || Loss: 1179.3681030273438 || cur_lr: 1e-06 
iter 53440 || Loss: 871.6174926757812 || cur_lr: 1e-06 
iter 53450 || Loss: 1992.7691040039062 || cur_lr: 1e-06 
iter 53460 || Loss: 800.9376068115234 || cur_lr: 1e-06 
iter 53470 || Loss: 981.4083862304688 || cur_lr: 1e-06 
iter 53480 || Loss: 648.5094757080078 || cur_lr: 1e-06 
iter 53490 || Loss: 814.1661224365234 || cur_lr: 1e-06 
iter 53500 || Loss: 896.3098754882812 || cur_lr: 1e-06 
iter 53510 || Loss: 723.9117431640625 || cur_lr: 1e-06 
iter 53520 || Loss: 542.4248352050781 || cur_lr: 1e-06 
iter 53530 || Loss: 821.9609069824219 || cur_lr: 1e-06 
iter 53540 || Loss: 798.9642028808594 || cur_lr: 1e-06 
iter 53550 || Loss: 580.1904602050781 || cur_lr: 1e-06 
iter 53560 || Loss: 865.9475708007812 || cur_lr: 1e-06 
iter 53570 || Loss: 890.508544921875 || cur_lr: 1e-06 
iter 53580 || Loss: 720.0894470214844 || cur_lr: 1e-06 
iter 53590 || Loss: 670.4925231933594 || cur_lr: 1e-06 
iter 53600 || Loss: 546.0001068115234 || cur_lr: 1e-06 
iter 53610 || Loss: 812.8406066894531 || cur_lr: 1e-06 
iter 53620 || Loss: 797.7449340820312 || cur_lr: 1e-06 
iter 53630 || Loss: 885.2272644042969 || cur_lr: 1e-06 
iter 53640 || Loss: 940.5951843261719 || cur_lr: 1e-06 
iter 53650 || Loss: 818.9625854492188 || cur_lr: 1e-06 
iter 53660 || Loss: 480.5505676269531 || cur_lr: 1e-06 
iter 53670 || Loss: 868.1566619873047 || cur_lr: 1e-06 
iter 53680 || Loss: 985.1800537109375 || cur_lr: 1e-06 
iter 53690 || Loss: 606.0634613037109 || cur_lr: 1e-06 
iter 53700 || Loss: 927.5975952148438 || cur_lr: 1e-06 
iter 53710 || Loss: 950.8675231933594 || cur_lr: 1e-06 
iter 53720 || Loss: 692.2564392089844 || cur_lr: 1e-06 
iter 53730 || Loss: 775.0654296875 || cur_lr: 1e-06 
iter 53740 || Loss: 725.6454467773438 || cur_lr: 1e-06 
iter 53750 || Loss: 782.6440124511719 || cur_lr: 1e-06 
iter 53760 || Loss: 758.4548187255859 || cur_lr: 1e-06 
iter 53770 || Loss: 768.5204620361328 || cur_lr: 1e-06 
iter 53780 || Loss: 720.9829711914062 || cur_lr: 1e-06 
iter 53790 || Loss: 651.5069274902344 || cur_lr: 1e-06 
iter 53800 || Loss: 610.7379760742188 || cur_lr: 1e-06 
iter 53810 || Loss: 917.682373046875 || cur_lr: 1e-06 
iter 53820 || Loss: 642.8157806396484 || cur_lr: 1e-06 
iter 53830 || Loss: 810.7685089111328 || cur_lr: 1e-06 
iter 53840 || Loss: 695.2664794921875 || cur_lr: 1e-06 
iter 53850 || Loss: 1430.2230224609375 || cur_lr: 1e-06 
iter 53860 || Loss: 765.72265625 || cur_lr: 1e-06 
iter 53870 || Loss: 765.6597900390625 || cur_lr: 1e-06 
iter 53880 || Loss: 528.5538024902344 || cur_lr: 1e-06 
iter 53890 || Loss: 1058.9756164550781 || cur_lr: 1e-06 
iter 53900 || Loss: 704.5757751464844 || cur_lr: 1e-06 
iter 53910 || Loss: 927.2366638183594 || cur_lr: 1e-06 
iter 53920 || Loss: 758.0534362792969 || cur_lr: 1e-06 
iter 53930 || Loss: 595.199951171875 || cur_lr: 1e-06 
iter 53940 || Loss: 781.4000549316406 || cur_lr: 1e-06 
iter 53950 || Loss: 980.6913452148438 || cur_lr: 1e-06 
iter 53960 || Loss: 856.9783477783203 || cur_lr: 1e-06 
iter 53970 || Loss: 1301.0987854003906 || cur_lr: 1e-06 
iter 53980 || Loss: 969.7586059570312 || cur_lr: 1e-06 
iter 53990 || Loss: 722.0328674316406 || cur_lr: 1e-06 
iter 54000 || Loss: 706.3223571777344 || cur_lr: 1e-06 
iter 54010 || Loss: 880.2680053710938 || cur_lr: 1e-06 
iter 54020 || Loss: 786.4409790039062 || cur_lr: 1e-06 
iter 54030 || Loss: 853.5589599609375 || cur_lr: 1e-06 
iter 54040 || Loss: 1151.2714538574219 || cur_lr: 1e-06 
iter 54050 || Loss: 729.9387664794922 || cur_lr: 1e-06 
iter 54060 || Loss: 734.1591796875 || cur_lr: 1e-06 
iter 54070 || Loss: 635.7714996337891 || cur_lr: 1e-06 
iter 54080 || Loss: 634.9603271484375 || cur_lr: 1e-06 
iter 54090 || Loss: 702.0209655761719 || cur_lr: 1e-06 
iter 54100 || Loss: 686.7701263427734 || cur_lr: 1e-06 
iter 54110 || Loss: 1090.6689453125 || cur_lr: 1e-06 
iter 54120 || Loss: 767.7542724609375 || cur_lr: 1e-06 
iter 54130 || Loss: 973.1107482910156 || cur_lr: 1e-06 
iter 54140 || Loss: 1121.0788879394531 || cur_lr: 1e-06 
iter 54150 || Loss: 595.9560394287109 || cur_lr: 1e-06 
iter 54160 || Loss: 1019.7507934570312 || cur_lr: 1e-06 
iter 54170 || Loss: 682.6458740234375 || cur_lr: 1e-06 
iter 54180 || Loss: 643.6863708496094 || cur_lr: 1e-06 
iter 54190 || Loss: 1116.5386962890625 || cur_lr: 1e-06 
iter 54200 || Loss: 1135.4579467773438 || cur_lr: 1e-06 
iter 54210 || Loss: 808.2103729248047 || cur_lr: 1e-06 
iter 54220 || Loss: 879.9311218261719 || cur_lr: 1e-06 
iter 54230 || Loss: 1002.6982727050781 || cur_lr: 1e-06 
iter 54240 || Loss: 946.8525695800781 || cur_lr: 1e-06 
iter 54250 || Loss: 1231.2859191894531 || cur_lr: 1e-06 
iter 54260 || Loss: 899.8132629394531 || cur_lr: 1e-06 
iter 54270 || Loss: 1244.3585815429688 || cur_lr: 1e-06 
iter 54280 || Loss: 684.9336395263672 || cur_lr: 1e-06 
iter 54290 || Loss: 553.8464965820312 || cur_lr: 1e-06 
iter 54300 || Loss: 846.0469512939453 || cur_lr: 1e-06 
iter 54310 || Loss: 548.7544860839844 || cur_lr: 1e-06 
iter 54320 || Loss: 920.5644836425781 || cur_lr: 1e-06 
iter 54330 || Loss: 647.067138671875 || cur_lr: 1e-06 
iter 54340 || Loss: 689.6733245849609 || cur_lr: 1e-06 
iter 54350 || Loss: 983.8416442871094 || cur_lr: 1e-06 
iter 54360 || Loss: 682.3845062255859 || cur_lr: 1e-06 
iter 54370 || Loss: 1003.6670532226562 || cur_lr: 1e-06 
iter 54380 || Loss: 967.9183044433594 || cur_lr: 1e-06 
iter 54390 || Loss: 1112.5570068359375 || cur_lr: 1e-06 
iter 54400 || Loss: 757.436279296875 || cur_lr: 1e-06 
iter 54410 || Loss: 1222.9092102050781 || cur_lr: 1e-06 
iter 54420 || Loss: 989.1553039550781 || cur_lr: 1e-06 
iter 54430 || Loss: 663.7899475097656 || cur_lr: 1e-06 
iter 54440 || Loss: 827.0741577148438 || cur_lr: 1e-06 
iter 54450 || Loss: 712.7655334472656 || cur_lr: 1e-06 
iter 54460 || Loss: 654.2819366455078 || cur_lr: 1e-06 
iter 54470 || Loss: 636.4065856933594 || cur_lr: 1e-06 
iter 54480 || Loss: 1208.7490234375 || cur_lr: 1e-06 
iter 54490 || Loss: 710.0698852539062 || cur_lr: 1e-06 
iter 54500 || Loss: 627.890380859375 || cur_lr: 1e-06 
iter 54510 || Loss: 584.2063293457031 || cur_lr: 1e-06 
iter 54520 || Loss: 980.8494262695312 || cur_lr: 1e-06 
iter 54530 || Loss: 766.8542785644531 || cur_lr: 1e-06 
iter 54540 || Loss: 714.720458984375 || cur_lr: 1e-06 
iter 54550 || Loss: 974.4945678710938 || cur_lr: 1e-06 
iter 54560 || Loss: 825.1188049316406 || cur_lr: 1e-06 
iter 54570 || Loss: 745.3092041015625 || cur_lr: 1e-06 
iter 54580 || Loss: 640.1649169921875 || cur_lr: 1e-06 
iter 54590 || Loss: 813.8920745849609 || cur_lr: 1e-06 
iter 54600 || Loss: 812.3324584960938 || cur_lr: 1e-06 
iter 54610 || Loss: 754.8672180175781 || cur_lr: 1e-06 
iter 54620 || Loss: 724.6481018066406 || cur_lr: 1e-06 
iter 54630 || Loss: 733.3046875 || cur_lr: 1e-06 
iter 54640 || Loss: 1383.6657104492188 || cur_lr: 1e-06 
iter 54650 || Loss: 932.505859375 || cur_lr: 1e-06 
iter 54660 || Loss: 996.5863037109375 || cur_lr: 1e-06 
iter 54670 || Loss: 751.5389099121094 || cur_lr: 1e-06 
iter 54680 || Loss: 729.3220825195312 || cur_lr: 1e-06 
iter 54690 || Loss: 808.287109375 || cur_lr: 1e-06 
iter 54700 || Loss: 452.04235076904297 || cur_lr: 1e-06 
iter 54710 || Loss: 664.7673034667969 || cur_lr: 1e-06 
iter 54720 || Loss: 623.2006530761719 || cur_lr: 1e-06 
iter 54730 || Loss: 1102.5044860839844 || cur_lr: 1e-06 
iter 54740 || Loss: 791.1963195800781 || cur_lr: 1e-06 
iter 54750 || Loss: 786.3775329589844 || cur_lr: 1e-06 
iter 54760 || Loss: 1103.5758361816406 || cur_lr: 1e-06 
iter 54770 || Loss: 673.5430603027344 || cur_lr: 1e-06 
iter 54780 || Loss: 941.2947692871094 || cur_lr: 1e-06 
iter 54790 || Loss: 855.4430541992188 || cur_lr: 1e-06 
iter 54800 || Loss: 528.2334594726562 || cur_lr: 1e-06 
iter 54810 || Loss: 721.3943023681641 || cur_lr: 1e-06 
iter 54820 || Loss: 1693.4984130859375 || cur_lr: 1e-06 
iter 54830 || Loss: 665.1989440917969 || cur_lr: 1e-06 
iter 54840 || Loss: 933.5586547851562 || cur_lr: 1e-06 
iter 54850 || Loss: 710.5378723144531 || cur_lr: 1e-06 
iter 54860 || Loss: 1270.2001342773438 || cur_lr: 1e-06 
iter 54870 || Loss: 533.956787109375 || cur_lr: 1e-06 
iter 54880 || Loss: 569.3883514404297 || cur_lr: 1e-06 
iter 54890 || Loss: 868.5948181152344 || cur_lr: 1e-06 
iter 54900 || Loss: 801.9255676269531 || cur_lr: 1e-06 
iter 54910 || Loss: 1349.631591796875 || cur_lr: 1e-06 
iter 54920 || Loss: 688.8134002685547 || cur_lr: 1e-06 
iter 54930 || Loss: 786.5065460205078 || cur_lr: 1e-06 
iter 54940 || Loss: 881.3329772949219 || cur_lr: 1e-06 
iter 54950 || Loss: 828.6699371337891 || cur_lr: 1e-06 
iter 54960 || Loss: 863.9752197265625 || cur_lr: 1e-06 
iter 54970 || Loss: 594.7110137939453 || cur_lr: 1e-06 
iter 54980 || Loss: 776.4282531738281 || cur_lr: 1e-06 
iter 54990 || Loss: 1082.2575988769531 || cur_lr: 1e-06 
iter 55000 || Loss: 772.7389221191406 || cur_lr: 1e-06 
iter 55010 || Loss: 585.9812927246094 || cur_lr: 1e-06 
iter 55020 || Loss: 855.4493408203125 || cur_lr: 1e-06 
iter 55030 || Loss: 1025.9971313476562 || cur_lr: 1e-06 
iter 55040 || Loss: 802.121337890625 || cur_lr: 1e-06 
iter 55050 || Loss: 830.3086547851562 || cur_lr: 1e-06 
iter 55060 || Loss: 696.7965698242188 || cur_lr: 1e-06 
iter 55070 || Loss: 859.8800354003906 || cur_lr: 1e-06 
iter 55080 || Loss: 531.9857177734375 || cur_lr: 1e-06 
iter 55090 || Loss: 721.8094787597656 || cur_lr: 1e-06 
iter 55100 || Loss: 992.3850402832031 || cur_lr: 1e-06 
iter 55110 || Loss: 1272.8508605957031 || cur_lr: 1e-06 
iter 55120 || Loss: 1038.4456176757812 || cur_lr: 1e-06 
iter 55130 || Loss: 692.8891906738281 || cur_lr: 1e-06 
iter 55140 || Loss: 686.6855163574219 || cur_lr: 1e-06 
iter 55150 || Loss: 803.834228515625 || cur_lr: 1e-06 
iter 55160 || Loss: 1203.8071899414062 || cur_lr: 1e-06 
iter 55170 || Loss: 935.6830139160156 || cur_lr: 1e-06 
iter 55180 || Loss: 859.3554077148438 || cur_lr: 1e-06 
iter 55190 || Loss: 1149.519287109375 || cur_lr: 1e-06 
iter 55200 || Loss: 579.2167816162109 || cur_lr: 1e-06 
iter 55210 || Loss: 1012.9874572753906 || cur_lr: 1e-06 
iter 55220 || Loss: 828.0323486328125 || cur_lr: 1e-06 
iter 55230 || Loss: 582.4844360351562 || cur_lr: 1e-06 
iter 55240 || Loss: 1022.6375122070312 || cur_lr: 1e-06 
iter 55250 || Loss: 1043.3870239257812 || cur_lr: 1e-06 
iter 55260 || Loss: 739.0530395507812 || cur_lr: 1e-06 
iter 55270 || Loss: 973.1573486328125 || cur_lr: 1e-06 
iter 55280 || Loss: 784.7935485839844 || cur_lr: 1e-06 
iter 55290 || Loss: 828.2003784179688 || cur_lr: 1e-06 
